Number,Time,Temperature
692,2018-01-29 00:16:13,20.5
693,2018-01-29 00:21:13,20.5
694,2018-01-29 00:26:13,20.5
695,2018-01-29 00:31:13,20.5
696,2018-01-29 00:36:13,20.5
697,2018-01-29 00:41:13,20.5
698,2018-01-29 00:46:13,20.5
699,2018-01-29 00:51:13,20.5
700,2018-01-29 00:56:13,20.5
701,2018-01-29 01:01:13,20.5
702,2018-01-29 01:06:13,20.5
703,2018-01-29 01:11:13,20.5
704,2018-01-29 01:16:13,20.5
705,2018-01-29 01:21:13,20.5
706,2018-01-29 01:26:13,20.5
707,2018-01-29 01:31:13,20.5
708,2018-01-29 01:36:13,20.5
709,2018-01-29 01:41:13,20.5
710,2018-01-29 01:46:13,20.5
711,2018-01-29 01:51:13,20.6
712,2018-01-29 01:56:13,20.6
713,2018-01-29 02:01:13,20.6
714,2018-01-29 02:06:13,20.6
715,2018-01-29 02:11:13,20.6
716,2018-01-29 02:16:13,20.6
717,2018-01-29 02:21:13,20.6
718,2018-01-29 02:26:13,20.6
719,2018-01-29 02:31:13,20.6
720,2018-01-29 02:36:13,20.6
721,2018-01-29 02:41:13,20.6
722,2018-01-29 02:46:13,20.6
723,2018-01-29 02:51:13,20.6
724,2018-01-29 02:56:13,20.6
725,2018-01-29 03:01:13,20.5
726,2018-01-29 03:06:13,20.5
727,2018-01-29 03:11:13,20.5
728,2018-01-29 03:16:13,20.5
729,2018-01-29 03:21:13,20.5
730,2018-01-29 03:26:13,20.5
731,2018-01-29 03:31:13,20.5
732,2018-01-29 03:36:13,20.5
733,2018-01-29 03:41:13,20.5
734,2018-01-29 03:46:13,20.5
735,2018-01-29 03:51:13,20.5
736,2018-01-29 03:56:13,20.5
737,2018-01-29 04:01:13,20.5
738,2018-01-29 04:06:13,20.5
739,2018-01-29 04:11:13,20.5
740,2018-01-29 04:16:13,20.5
741,2018-01-29 04:21:13,20.5
742,2018-01-29 04:26:13,20.5
743,2018-01-29 04:31:13,20.5
744,2018-01-29 04:36:13,20.5
745,2018-01-29 04:41:13,20.5
746,2018-01-29 04:46:13,20.5
747,2018-01-29 04:51:13,20.5
748,2018-01-29 04:56:13,20.5
749,2018-01-29 05:01:13,20.5
750,2018-01-29 05:06:13,20.5
751,2018-01-29 05:11:13,20.5
752,2018-01-29 05:16:13,20.5
753,2018-01-29 05:21:13,20.5
754,2018-01-29 05:26:13,20.5
755,2018-01-29 05:31:13,20.5
756,2018-01-29 05:36:13,20.5
757,2018-01-29 05:41:13,20.5
758,2018-01-29 05:46:13,20.5
759,2018-01-29 05:51:13,20.5
760,2018-01-29 05:56:13,20.5
761,2018-01-29 06:01:13,20.5
762,2018-01-29 06:06:13,20.5
763,2018-01-29 06:11:13,20.5
764,2018-01-29 06:16:13,20.5
765,2018-01-29 06:21:13,20.5
766,2018-01-29 06:26:13,20.5
767,2018-01-29 06:31:13,20.5
768,2018-01-29 06:36:13,20.5
769,2018-01-29 06:41:13,20.5
770,2018-01-29 06:46:13,20.5
771,2018-01-29 06:51:13,20.5
772,2018-01-29 06:56:13,20.5
773,2018-01-29 07:01:13,20.5
774,2018-01-29 07:06:13,20.5
775,2018-01-29 07:11:13,20.5
776,2018-01-29 07:16:13,20.5
777,2018-01-29 07:21:13,20.5
778,2018-01-29 07:26:13,20.5
779,2018-01-29 07:31:13,20.5
780,2018-01-29 07:36:13,20.5
781,2018-01-29 07:41:13,20.5
782,2018-01-29 07:46:13,20.5
783,2018-01-29 07:51:13,20.5
784,2018-01-29 07:56:13,20.5
785,2018-01-29 08:01:13,20.5
786,2018-01-29 08:06:13,20.5
787,2018-01-29 08:11:13,20.5
788,2018-01-29 08:16:13,20.5
789,2018-01-29 08:21:13,20.5
790,2018-01-29 08:26:13,20.5
791,2018-01-29 08:31:13,20.5
792,2018-01-29 08:36:13,20.5
793,2018-01-29 08:41:13,20.5
794,2018-01-29 08:46:13,20.5
795,2018-01-29 08:51:13,20.5
796,2018-01-29 08:56:13,20.5
797,2018-01-29 09:01:13,20.5
798,2018-01-29 09:06:13,20.5
799,2018-01-29 09:11:13,20.5
800,2018-01-29 09:16:13,20.5
801,2018-01-29 09:21:13,20.5
802,2018-01-29 09:26:13,20.5
803,2018-01-29 09:31:13,20.5
804,2018-01-29 09:36:13,20.5
805,2018-01-29 09:41:13,20.5
806,2018-01-29 09:46:13,20.5
807,2018-01-29 09:51:13,20.5
808,2018-01-29 09:56:13,20.5
809,2018-01-29 10:01:13,20.5
810,2018-01-29 10:06:13,20.5
811,2018-01-29 10:11:13,20.5
812,2018-01-29 10:16:13,20.5
813,2018-01-29 10:21:13,20.5
814,2018-01-29 10:26:13,20.5
815,2018-01-29 10:31:13,20.5
816,2018-01-29 10:36:13,20.5
817,2018-01-29 10:41:13,20.5
818,2018-01-29 10:46:13,20.5
819,2018-01-29 10:51:13,20.5
820,2018-01-29 10:56:13,20.5
821,2018-01-29 11:01:13,20.5
822,2018-01-29 11:06:13,20.5
823,2018-01-29 11:11:13,20.5
824,2018-01-29 11:16:13,20.5
825,2018-01-29 11:21:13,20.5
826,2018-01-29 11:26:13,20.5
827,2018-01-29 11:31:13,20.5
828,2018-01-29 11:36:13,20.5
829,2018-01-29 11:41:13,20.5
830,2018-01-29 11:46:13,20.5
831,2018-01-29 11:51:13,20.5
832,2018-01-29 11:56:13,20.5
833,2018-01-29 12:01:13,20.5
834,2018-01-29 12:06:13,20.5
835,2018-01-29 12:11:13,20.5
836,2018-01-29 12:16:13,20.5
837,2018-01-29 12:21:13,20.5
838,2018-01-29 12:26:13,20.5
839,2018-01-29 12:31:13,20.5
840,2018-01-29 12:36:13,20.5
841,2018-01-29 12:41:13,20.5
842,2018-01-29 12:46:13,20.5
843,2018-01-29 12:51:13,20.5
844,2018-01-29 12:56:13,20.5
845,2018-01-29 13:01:13,20.5
846,2018-01-29 13:06:13,20.5
847,2018-01-29 13:11:13,20.5
848,2018-01-29 13:16:13,20.5
849,2018-01-29 13:21:13,20.5
850,2018-01-29 13:26:13,20.5
851,2018-01-29 13:31:13,20.5
852,2018-01-29 13:36:13,20.5
853,2018-01-29 13:41:13,20.5
854,2018-01-29 13:46:13,20.5
855,2018-01-29 13:51:13,20.5
856,2018-01-29 13:56:13,20.5
857,2018-01-29 14:01:13,20.5
858,2018-01-29 14:06:13,20.5
859,2018-01-29 14:11:13,20.5
860,2018-01-29 14:16:13,20.5
861,2018-01-29 14:21:13,20.5
862,2018-01-29 14:26:13,20.5
863,2018-01-29 14:31:13,20.5
864,2018-01-29 14:36:13,20.5
865,2018-01-29 14:41:13,20.5
866,2018-01-29 14:46:13,20.5
867,2018-01-29 14:51:13,20.5
868,2018-01-29 14:56:13,20.5
869,2018-01-29 15:01:13,20.5
870,2018-01-29 15:06:13,20.5
871,2018-01-29 15:11:13,20.5
872,2018-01-29 15:16:13,20.5
873,2018-01-29 15:21:13,20.5
874,2018-01-29 15:26:13,20.5
875,2018-01-29 15:31:13,20.5
876,2018-01-29 15:36:13,20.5
877,2018-01-29 15:41:13,20.5
878,2018-01-29 15:46:13,20.5
879,2018-01-29 15:51:13,20.5
880,2018-01-29 15:56:13,20.5
881,2018-01-29 16:01:13,20.5
882,2018-01-29 16:06:13,20.5
883,2018-01-29 16:11:13,20.5
884,2018-01-29 16:16:13,20.6
885,2018-01-29 16:21:13,20.6
886,2018-01-29 16:26:13,20.5
887,2018-01-29 16:31:13,20.5
888,2018-01-29 16:36:13,20.5
889,2018-01-29 16:41:13,20.6
890,2018-01-29 16:46:13,20.5
891,2018-01-29 16:51:13,20.6
892,2018-01-29 16:56:13,20.6
893,2018-01-29 17:01:13,20.6
894,2018-01-29 17:06:13,20.6
895,2018-01-29 17:11:13,20.6
896,2018-01-29 17:16:13,20.6
897,2018-01-29 17:21:13,20.7
898,2018-01-29 17:26:13,20.7
899,2018-01-29 17:31:13,20.7
900,2018-01-29 17:36:13,20.8
901,2018-01-29 17:41:13,20.8
902,2018-01-29 17:46:13,20.8
903,2018-01-29 17:51:13,20.9
904,2018-01-29 17:56:13,20.8
905,2018-01-29 18:01:13,20.8
906,2018-01-29 18:06:13,20.8
907,2018-01-29 18:11:13,20.8
908,2018-01-29 18:16:13,20.8
909,2018-01-29 18:21:13,20.9
910,2018-01-29 18:26:13,20.9
911,2018-01-29 18:31:13,20.9
912,2018-01-29 18:36:13,20.9
913,2018-01-29 18:41:13,20.9
914,2018-01-29 18:46:13,20.9
915,2018-01-29 18:51:13,20.9
916,2018-01-29 18:56:13,20.9
917,2018-01-29 19:01:13,20.9
918,2018-01-29 19:06:13,20.9
919,2018-01-29 19:11:13,20.9
920,2018-01-29 19:16:13,20.9
921,2018-01-29 19:21:13,20.9
922,2018-01-29 19:26:13,20.9
923,2018-01-29 19:31:13,20.9
924,2018-01-29 19:36:13,20.9
925,2018-01-29 19:41:13,20.9
926,2018-01-29 19:46:13,20.9
927,2018-01-29 19:51:13,20.9
928,2018-01-29 19:56:13,20.9
929,2018-01-29 20:01:13,20.9
930,2018-01-29 20:06:13,20.9
931,2018-01-29 20:11:13,20.9
932,2018-01-29 20:16:13,20.9
933,2018-01-29 20:21:13,20.9
934,2018-01-29 20:26:13,20.9
935,2018-01-29 20:31:13,20.9
936,2018-01-29 20:36:13,20.9
937,2018-01-29 20:41:13,20.9
938,2018-01-29 20:46:13,20.9
939,2018-01-29 20:51:13,20.9
940,2018-01-29 20:56:13,20.9
941,2018-01-29 21:01:13,20.9
942,2018-01-29 21:06:13,20.9
943,2018-01-29 21:11:13,20.9
944,2018-01-29 21:16:13,20.9
945,2018-01-29 21:21:13,20.9
946,2018-01-29 21:26:13,20.9
947,2018-01-29 21:31:13,21
948,2018-01-29 21:36:13,21
949,2018-01-29 21:41:13,21
950,2018-01-29 21:46:13,21
951,2018-01-29 21:51:13,21
952,2018-01-29 21:56:13,21
953,2018-01-29 22:01:13,21
954,2018-01-29 22:06:13,21
955,2018-01-29 22:11:13,21
956,2018-01-29 22:16:13,21
957,2018-01-29 22:21:13,21
958,2018-01-29 22:26:13,21
959,2018-01-29 22:31:13,21.1
960,2018-01-29 22:36:13,21.1
961,2018-01-29 22:41:13,21.1
962,2018-01-29 22:46:13,21.1
963,2018-01-29 22:51:13,21.1
964,2018-01-29 22:56:13,21.1
965,2018-01-29 23:01:13,21.1
966,2018-01-29 23:06:13,21.1
967,2018-01-29 23:11:13,21.1
968,2018-01-29 23:16:13,21.1
969,2018-01-29 23:21:13,21.1
970,2018-01-29 23:26:13,21.1
971,2018-01-29 23:31:13,21.1
972,2018-01-29 23:36:13,21.1
973,2018-01-29 23:41:13,21.1
974,2018-01-29 23:46:13,21.1
975,2018-01-29 23:51:13,21.1
976,2018-01-29 23:56:13,21.1
977,2018-01-30 00:01:13,21.1
978,2018-01-30 00:06:13,21.1
979,2018-01-30 00:11:13,21
980,2018-01-30 00:16:13,21.1
981,2018-01-30 00:21:13,21.1
982,2018-01-30 00:26:13,21.1
983,2018-01-30 00:31:13,21.1
984,2018-01-30 00:36:13,21.1
985,2018-01-30 00:41:13,21.1
986,2018-01-30 00:46:13,21
987,2018-01-30 00:51:13,21
988,2018-01-30 00:56:13,21
989,2018-01-30 01:01:13,21
990,2018-01-30 01:06:13,21.1
991,2018-01-30 01:11:13,21
992,2018-01-30 01:16:13,21
993,2018-01-30 01:21:13,21
994,2018-01-30 01:26:13,21
995,2018-01-30 01:31:13,21
996,2018-01-30 01:36:13,21.1
997,2018-01-30 01:41:13,21.1
998,2018-01-30 01:46:13,21.1
999,2018-01-30 01:51:13,21.1
1000,2018-01-30 01:56:13,21.1
1001,2018-01-30 02:01:13,21
1002,2018-01-30 02:06:13,21
1003,2018-01-30 02:11:13,21.1
1004,2018-01-30 02:16:13,21
1005,2018-01-30 02:21:13,21.1
1006,2018-01-30 02:26:13,21
1007,2018-01-30 02:31:13,21
1008,2018-01-30 02:36:13,21
1009,2018-01-30 02:41:13,21.1
1010,2018-01-30 02:46:13,21.1
1011,2018-01-30 02:51:13,21.1
1012,2018-01-30 02:56:13,21.1
1013,2018-01-30 03:01:13,21.1
1014,2018-01-30 03:06:13,21
1015,2018-01-30 03:11:13,21.1
1016,2018-01-30 03:16:13,21.1
1017,2018-01-30 03:21:13,21.1
1018,2018-01-30 03:26:13,21
1019,2018-01-30 03:31:13,21
1020,2018-01-30 03:36:13,21
1021,2018-01-30 03:41:13,21
1022,2018-01-30 03:46:13,21
1023,2018-01-30 03:51:13,21
1024,2018-01-30 03:56:13,21
1025,2018-01-30 04:01:13,21
1026,2018-01-30 04:06:13,21
1027,2018-01-30 04:11:13,21
1028,2018-01-30 04:16:13,21
1029,2018-01-30 04:21:13,21
1030,2018-01-30 04:26:13,21
1031,2018-01-30 04:31:13,21
1032,2018-01-30 04:36:13,21
1033,2018-01-30 04:41:13,21
1034,2018-01-30 04:46:13,21
1035,2018-01-30 04:51:13,21.1
1036,2018-01-30 04:56:13,21
1037,2018-01-30 05:01:13,21
1038,2018-01-30 05:06:13,21
1039,2018-01-30 05:11:13,21.1
1040,2018-01-30 05:16:13,21.1
1041,2018-01-30 05:21:13,21.1
1042,2018-01-30 05:26:13,21.1
1043,2018-01-30 05:31:13,21.1
1044,2018-01-30 05:36:13,21.1
1045,2018-01-30 05:41:13,21.1
1046,2018-01-30 05:46:13,21.1
1047,2018-01-30 05:51:13,21.1
1048,2018-01-30 05:56:13,21.1
1049,2018-01-30 06:01:13,21.1
1050,2018-01-30 06:06:13,21.1
1051,2018-01-30 06:11:13,21.1
1052,2018-01-30 06:16:13,21
1053,2018-01-30 06:21:13,21
1054,2018-01-30 06:26:13,21
1055,2018-01-30 06:31:13,21
1056,2018-01-30 06:36:13,21.1
1057,2018-01-30 06:41:13,21
1058,2018-01-30 06:46:13,21.1
1059,2018-01-30 06:51:13,21
1060,2018-01-30 06:56:13,21.1
1061,2018-01-30 07:01:13,21.1
1062,2018-01-30 07:06:13,21.1
1063,2018-01-30 07:11:13,21.1
1064,2018-01-30 07:16:13,21.1
1065,2018-01-30 07:21:13,21.1
1066,2018-01-30 07:26:13,21
1067,2018-01-30 07:31:13,21
1068,2018-01-30 07:36:13,21
1069,2018-01-30 07:41:13,21
1070,2018-01-30 07:46:13,21
1071,2018-01-30 07:51:13,21
1072,2018-01-30 07:56:13,21
1073,2018-01-30 08:01:13,21
1074,2018-01-30 08:06:13,21
1075,2018-01-30 08:11:13,21
1076,2018-01-30 08:16:13,21
1077,2018-01-30 08:21:13,21
1078,2018-01-30 08:26:13,21.1
1079,2018-01-30 08:31:13,21
1080,2018-01-30 08:36:13,21
1081,2018-01-30 08:41:13,21
1082,2018-01-30 08:46:13,21
1083,2018-01-30 08:51:13,21.1
1084,2018-01-30 08:56:13,21.1
1085,2018-01-30 09:01:13,21.1
1086,2018-01-30 09:06:13,21.1
1087,2018-01-30 09:11:13,21.1
1088,2018-01-30 09:16:13,21.1
1089,2018-01-30 09:21:13,21.1
1090,2018-01-30 09:26:13,21.1
1091,2018-01-30 09:31:13,21.1
1092,2018-01-30 09:36:13,21.1
1093,2018-01-30 09:41:13,21.1
1094,2018-01-30 09:46:13,21.1
1095,2018-01-30 09:51:13,21.1
1096,2018-01-30 09:56:13,21.1
1097,2018-01-30 10:01:13,21.1
1098,2018-01-30 10:06:13,21.1
1099,2018-01-30 10:11:13,21.1
1100,2018-01-30 10:16:13,21.1
1101,2018-01-30 10:21:13,21.1
1102,2018-01-30 10:26:13,21.1
1103,2018-01-30 10:31:13,21.1
1104,2018-01-30 10:36:13,21.1
1105,2018-01-30 10:41:13,21.1
1106,2018-01-30 10:46:13,21.1
1107,2018-01-30 10:51:13,21.1
1108,2018-01-30 10:56:13,21.1
1109,2018-01-30 11:01:13,21.1
1110,2018-01-30 11:06:13,21.1
1111,2018-01-30 11:11:13,21.1
1112,2018-01-30 11:16:13,21
1113,2018-01-30 11:21:13,21
1114,2018-01-30 11:26:13,21
1115,2018-01-30 11:31:13,21
1116,2018-01-30 11:36:13,21
1117,2018-01-30 11:41:13,21
1118,2018-01-30 11:46:13,21
1119,2018-01-30 11:51:13,21
1120,2018-01-30 11:56:13,21
1121,2018-01-30 12:01:13,21
1122,2018-01-30 12:06:13,21
1123,2018-01-30 12:11:13,21
1124,2018-01-30 12:16:13,21
1125,2018-01-30 12:21:13,21
1126,2018-01-30 12:26:13,21
1127,2018-01-30 12:31:13,21
1128,2018-01-30 12:36:13,21
1129,2018-01-30 12:41:13,21
1130,2018-01-30 12:46:13,21
1131,2018-01-30 12:51:13,21
1132,2018-01-30 12:56:13,21
1133,2018-01-30 13:01:13,21
1134,2018-01-30 13:06:13,21
1135,2018-01-30 13:11:13,21
1136,2018-01-30 13:16:13,21
1137,2018-01-30 13:21:13,21
1138,2018-01-30 13:26:13,21
1139,2018-01-30 13:31:13,21
1140,2018-01-30 13:36:13,21
1141,2018-01-30 13:41:13,21
1142,2018-01-30 13:46:13,21
1143,2018-01-30 13:51:13,21
1144,2018-01-30 13:56:13,21
1145,2018-01-30 14:01:13,21
1146,2018-01-30 14:06:13,21
1147,2018-01-30 14:11:13,21
1148,2018-01-30 14:16:13,21
1149,2018-01-30 14:21:13,21
1150,2018-01-30 14:26:13,21
1151,2018-01-30 14:31:13,21
1152,2018-01-30 14:36:13,21
1153,2018-01-30 14:41:13,21
1154,2018-01-30 14:46:13,21
1155,2018-01-30 14:51:13,20.9
1156,2018-01-30 14:56:13,20.9
1157,2018-01-30 15:01:13,20.9
1158,2018-01-30 15:06:13,20.9
1159,2018-01-30 15:11:13,20.9
1160,2018-01-30 15:16:13,20.9
1161,2018-01-30 15:21:13,20.9
1162,2018-01-30 15:26:13,20.9
1163,2018-01-30 15:31:13,21
1164,2018-01-30 15:36:13,21
1165,2018-01-30 15:41:13,21
1166,2018-01-30 15:46:13,21
1167,2018-01-30 15:51:13,20.9
1168,2018-01-30 15:56:13,20.9
1169,2018-01-30 16:01:13,20.9
1170,2018-01-30 16:06:13,21
1171,2018-01-30 16:11:13,21
1172,2018-01-30 16:16:13,20.9
1173,2018-01-30 16:21:13,21
1174,2018-01-30 16:26:13,20.9
1175,2018-01-30 16:31:13,20.9
1176,2018-01-30 16:36:13,20.9
1177,2018-01-30 16:41:13,20.9
1178,2018-01-30 16:46:13,20.9
1179,2018-01-30 16:51:13,20.9
1180,2018-01-30 16:56:13,20.9
1181,2018-01-30 17:01:13,20.9
1182,2018-01-30 17:06:13,20.9
1183,2018-01-30 17:11:13,20.9
1184,2018-01-30 17:16:13,20.9
1185,2018-01-30 17:21:13,20.9
1186,2018-01-30 17:26:13,20.9
1187,2018-01-30 17:31:13,20.9
1188,2018-01-30 17:36:13,20.9
1189,2018-01-30 17:41:13,20.9
1190,2018-01-30 17:46:13,20.9
1191,2018-01-30 17:51:13,20.9
1192,2018-01-30 17:56:13,20.9
1193,2018-01-30 18:01:13,20.9
1194,2018-01-30 18:06:13,20.9
1195,2018-01-30 18:11:13,20.9
1196,2018-01-30 18:16:13,20.9
1197,2018-01-30 18:21:13,20.9
1198,2018-01-30 18:26:13,20.9
1199,2018-01-30 18:31:13,20.9
1200,2018-01-30 18:36:13,20.9
1201,2018-01-30 18:41:13,20.9
1202,2018-01-30 18:46:13,20.9
1203,2018-01-30 18:51:13,20.9
1204,2018-01-30 18:56:13,20.9
1205,2018-01-30 19:01:13,20.9
1206,2018-01-30 19:06:13,20.9
1207,2018-01-30 19:11:13,20.9
1208,2018-01-30 19:16:13,20.9
1209,2018-01-30 19:21:13,20.9
1210,2018-01-30 19:26:13,20.9
1211,2018-01-30 19:31:13,20.9
1212,2018-01-30 19:36:13,20.9
1213,2018-01-30 19:41:13,20.9
1214,2018-01-30 19:46:13,20.9
1215,2018-01-30 19:51:13,20.9
1216,2018-01-30 19:56:13,20.9
1217,2018-01-30 20:01:13,20.9
1218,2018-01-30 20:06:13,20.9
1219,2018-01-30 20:11:13,20.9
1220,2018-01-30 20:16:13,20.9
1221,2018-01-30 20:21:13,20.9
1222,2018-01-30 20:26:13,20.9
1223,2018-01-30 20:31:13,20.9
1224,2018-01-30 20:36:13,20.9
1225,2018-01-30 20:41:13,20.9
1226,2018-01-30 20:46:13,20.9
1227,2018-01-30 20:51:13,20.9
1228,2018-01-30 20:56:13,20.9
1229,2018-01-30 21:01:13,20.9
1230,2018-01-30 21:06:13,20.9
1231,2018-01-30 21:11:13,20.9
1232,2018-01-30 21:16:13,20.9
1233,2018-01-30 21:21:13,20.9
1234,2018-01-30 21:26:13,20.9
1235,2018-01-30 21:31:13,20.9
1236,2018-01-30 21:36:13,20.9
1237,2018-01-30 21:41:13,20.9
1238,2018-01-30 21:46:13,20.9
1239,2018-01-30 21:51:13,20.9
1240,2018-01-30 21:56:13,20.9
1241,2018-01-30 22:01:13,20.9
1242,2018-01-30 22:06:13,20.9
1243,2018-01-30 22:11:13,20.9
1244,2018-01-30 22:16:13,20.9
1245,2018-01-30 22:21:13,20.9
1246,2018-01-30 22:26:13,20.9
1247,2018-01-30 22:31:13,20.9
1248,2018-01-30 22:36:13,20.9
1249,2018-01-30 22:41:13,20.9
1250,2018-01-30 22:46:13,21
1251,2018-01-30 22:51:13,21
1252,2018-01-30 22:56:13,21
1253,2018-01-30 23:01:13,20.9
1254,2018-01-30 23:06:13,20.9
1255,2018-01-30 23:11:13,21
1256,2018-01-30 23:16:13,21
1257,2018-01-30 23:21:13,21
1258,2018-01-30 23:26:13,21
1259,2018-01-30 23:31:13,21
1260,2018-01-30 23:36:13,21
1261,2018-01-30 23:41:13,21
1262,2018-01-30 23:46:13,21
1263,2018-01-30 23:51:13,21
1264,2018-01-30 23:56:13,21
1265,2018-01-31 00:01:13,21
1266,2018-01-31 00:06:13,21
1267,2018-01-31 00:11:13,21
1268,2018-01-31 00:16:13,21
1269,2018-01-31 00:21:13,21
1270,2018-01-31 00:26:13,21
1271,2018-01-31 00:31:13,21
1272,2018-01-31 00:36:13,21
1273,2018-01-31 00:41:13,21
1274,2018-01-31 00:46:13,21
1275,2018-01-31 00:51:13,21
1276,2018-01-31 00:56:13,21
1277,2018-01-31 01:01:13,21
1278,2018-01-31 01:06:13,21
1279,2018-01-31 01:11:13,21
1280,2018-01-31 01:16:13,21
1281,2018-01-31 01:21:13,21
1282,2018-01-31 01:26:13,21
1283,2018-01-31 01:31:13,21
1284,2018-01-31 01:36:13,21
1285,2018-01-31 01:41:13,21
1286,2018-01-31 01:46:13,21
1287,2018-01-31 01:51:13,21
1288,2018-01-31 01:56:13,21
1289,2018-01-31 02:01:13,21
1290,2018-01-31 02:06:13,21
1291,2018-01-31 02:11:13,21
1292,2018-01-31 02:16:13,21
1293,2018-01-31 02:21:13,21
1294,2018-01-31 02:26:13,21
1295,2018-01-31 02:31:13,21
1296,2018-01-31 02:36:13,21
1297,2018-01-31 02:41:13,21
1298,2018-01-31 02:46:13,21
1299,2018-01-31 02:51:13,21
1300,2018-01-31 02:56:13,21
1301,2018-01-31 03:01:13,21
1302,2018-01-31 03:06:13,21
1303,2018-01-31 03:11:13,21
1304,2018-01-31 03:16:13,21
1305,2018-01-31 03:21:13,21
1306,2018-01-31 03:26:13,21
1307,2018-01-31 03:31:13,21
1308,2018-01-31 03:36:13,21
1309,2018-01-31 03:41:13,21
1310,2018-01-31 03:46:13,21
1311,2018-01-31 03:51:13,21
1312,2018-01-31 03:56:13,21
1313,2018-01-31 04:01:13,21
1314,2018-01-31 04:06:13,20.9
1315,2018-01-31 04:11:13,21
1316,2018-01-31 04:16:13,21
1317,2018-01-31 04:21:13,20.9
1318,2018-01-31 04:26:13,21
1319,2018-01-31 04:31:13,21
1320,2018-01-31 04:36:13,21
1321,2018-01-31 04:41:13,20.9
1322,2018-01-31 04:46:13,20.9
1323,2018-01-31 04:51:13,20.9
1324,2018-01-31 04:56:13,20.9
1325,2018-01-31 05:01:13,20.9
1326,2018-01-31 05:06:13,20.9
1327,2018-01-31 05:11:13,20.9
1328,2018-01-31 05:16:13,20.9
1329,2018-01-31 05:21:13,20.9
1330,2018-01-31 05:26:13,20.9
1331,2018-01-31 05:31:13,20.9
1332,2018-01-31 05:36:13,20.9
1333,2018-01-31 05:41:13,20.9
1334,2018-01-31 05:46:13,20.9
1335,2018-01-31 05:51:13,20.9
1336,2018-01-31 05:56:13,20.9
1337,2018-01-31 06:01:13,20.9
1338,2018-01-31 06:06:13,20.9
1339,2018-01-31 06:11:13,20.9
1340,2018-01-31 06:16:13,20.9
1341,2018-01-31 06:21:13,20.9
1342,2018-01-31 06:26:13,20.9
1343,2018-01-31 06:31:13,20.9
1344,2018-01-31 06:36:13,20.9
1345,2018-01-31 06:41:13,20.9
1346,2018-01-31 06:46:13,20.9
1347,2018-01-31 06:51:13,20.9
1348,2018-01-31 06:56:13,20.9
1349,2018-01-31 07:01:13,20.9
1350,2018-01-31 07:06:13,20.9
1351,2018-01-31 07:11:13,20.9
1352,2018-01-31 07:16:13,20.9
1353,2018-01-31 07:21:13,20.9
1354,2018-01-31 07:26:13,20.9
1355,2018-01-31 07:31:13,20.9
1356,2018-01-31 07:36:13,20.9
1357,2018-01-31 07:41:13,20.9
1358,2018-01-31 07:46:13,20.9
1359,2018-01-31 07:51:13,20.9
1360,2018-01-31 07:56:13,21
1361,2018-01-31 08:01:13,21
1362,2018-01-31 08:06:13,21
1363,2018-01-31 08:11:13,21
1364,2018-01-31 08:16:13,21
1365,2018-01-31 08:21:13,21
1366,2018-01-31 08:26:13,21
1367,2018-01-31 08:31:13,21
1368,2018-01-31 08:36:13,21
1369,2018-01-31 08:41:13,21
1370,2018-01-31 08:46:13,21
1371,2018-01-31 08:51:13,21
1372,2018-01-31 08:56:13,21
1373,2018-01-31 09:01:13,21
1374,2018-01-31 09:06:13,21
1375,2018-01-31 09:11:13,21
1376,2018-01-31 09:16:13,21
1377,2018-01-31 09:21:13,21
